ban,tipo_cliente,canal_contato,tentativas_contato,texto,urgencia,valor_mensalidade,dias_atraso,valor_total_divida,historico_pagamento,estado,data_chamado
000004483,Pessoa Física,Chat,1,consulta de valores.,Baixa,78.66,29,290.53,bom,MG,2024-11-01T10:25:13.709729
000009140,Pessoa Física,Chat,3,ajuda temporária.,Média,106.0,53,413.56,bom,BA,2025-08-06T16:27:55.924131
000006105,Pessoa Física,Telefone,4,segunda via do boleto. aguardo uma resposta,Baixa,91.72,15,163.7,regular,MA,2025-01-23T03:08:24.842217
000000450,Pessoa Física,Chat,1,preciso de um desconto.,Média,132.08,36,533.45,ruim,PA,2025-02-24T16:17:30.185491
000001739,Pessoa Jurídica,Chat,3,dúvida sobre a fatura,Baixa,130.35,27,588.87,bom,SP,2025-03-30T03:29:36.978533
000005247,Pessoa Física,Telefone,4,dúvida sobre a fatura.,Baixa,116.47,9,197.82,regular,MG,2025-05-31T22:42:24.493045
000000173,Pessoa Física,Redes Sociais,2,segunda via do boleto.,Baixa,126.8,19,356.08,regular,PA,2024-11-04T19:04:20.384731
000000794,Pessoa Jurídica,Telefone,2,consulta de valores.,Baixa,76.24,23,343.44,bom,TO,2025-04-19T05:51:59.454814
000005012,Pessoa Física,Telefone,2,preciso de informação. aguardo uma resposta,Baixa,78.68,2,232.04,bom,MT,2024-12-09T00:48:45.868003
000004656,Pessoa Física,Chat,2,preciso de informação.,Baixa,168.22,11,716.79,bom,RJ,2025-08-21T22:12:17.135026
000006358,Pessoa Jurídica,Telefone,1,renegociar valores.,Média,90.17,97,167.99,bom,SP,2025-02-14T10:16:28.818218
000008625,Pessoa Física,Redes Sociais,3,preciso de informação.,Baixa,131.89,21,165.62,regular,PE,2025-03-14T07:44:50.535789
000002271,Pessoa Física,Chat,1,dúvida sobre a fatura.,Baixa,27.88,9,34.51,bom,BA,2025-01-06T16:10:39.310477
000009270,Pessoa Física,Chat,3,preciso de um desconto,Média,137.03,7,670.0,ruim,RJ,2025-03-21T08:46:29.147072
000007145,Premium,Telefone,1,preciso de informação.,Baixa,166.49,6,276.19,regular,CE,2024-12-24T03:22:25.910918
000006857,Pessoa Física,Email,2,parcelamento da dívida. o mais rápido possível,Média,124.84,12,556.73,ruim,SP,2025-01-08T14:20:17.921348
000001779,Pessoa Física,Chat,2,como posso pagar.,Baixa,126.8,6,286.94,regular,MG,2024-10-25T00:30:15.315570
000006424,Pessoa Física,Email,2,como posso pagar.,Baixa,182.73,4,212.03,bom,MA,2025-07-04T06:06:03.789654
000006814,Pessoa Física,Telefone,3,segunda via do boleto.,Baixa,131.36,10,257.98,bom,PA,2025-06-03T07:03:23.953236
000003650,Pessoa Física,Chat,4,preciso de informação.,Baixa,92.63,20,279.93,bom,PE,2024-11-02T19:28:41.013002
000001180,Pessoa Jurídica,Chat,1,segunda via do boleto.,Baixa,102.44,5,146.19,bom,PI,2025-02-05T01:46:52.024307
000009710,Pessoa Física,Chat,1,preciso de informação,Baixa,95.69,2,448.66,bom,SP,2025-04-18T06:24:01.339994
000004339,Premium,Email,1,consulta de valores.,Baixa,158.99,2,731.28,regular,PA,2025-09-22T01:09:36.370325
000001207,Pessoa Física,Redes Sociais,2,ajuda temporária.,Média,171.56,8,273.91,ruim,SP,2025-05-05T21:35:19.651994
000000245,Pessoa Física,Telefone,4,segunda via do boleto.,Baixa,162.69,6,642.37,bom,SP,2025-04-22T16:55:47.201722
000003039,Pessoa Física,Telefone,3,segunda via do boleto. aguardo uma resposta,Baixa,90.86,17,258.3,bom,RS,2025-08-05T14:24:52.210588
000000166,Pessoa Jurídica,Email,1,renegociar valores.,Média,122.89,13,605.66,ruim,SP,2025-07-28T10:07:55.306530
000002184,Pessoa Jurídica,Chat,3,segunda via do boleto.,Baixa,148.04,9,180.85,regular,PR,2025-03-04T09:48:59.869839
000000188,Pessoa Jurídica,Telefone,4,parcelamento da dívida.,Média,73.3,36,211.41,bom,SP,2025-04-16T02:22:44.923014
000006099,Pessoa Física,Telefone,2,segunda via do boleto. o mais rápido possível,Baixa,156.36,15,334.91,bom,PE,2025-08-15T03:10:23.530487
000000774,Pessoa Física,Telefone,3,como posso pagar. muito obrigado,Baixa,154.06,3,601.68,bom,MG,2025-03-24T22:23:05.862325
000006831,Pessoa Física,Telefone,1,dúvida sobre a fatura. o mais rápido possível,Baixa,144.0,8,208.01,bom,SP,2025-08-20T12:33:16.400590
000009032,Pessoa Física,Chat,7,urgente.,Alta,152.86,72,536.91,ruim,MA,2025-03-25T10:59:21.070846
000003757,Pessoa Física,Telefone,5,não consigo pagar. aguardo uma resposta,Alta,116.7,75,559.25,regular,BA,2024-10-31T08:17:21.661588
000005834,Pessoa Física,Telefone,3,parcelamento da dívida. o mais rápido possível,Média,86.57,7,243.74,ruim,PR,2025-08-28T05:42:59.809479
000005098,Pessoa Física,Telefone,4,quero negociar.,Média,166.81,5,469.89,ruim,BA,2025-06-20T09:37:14.370752
000001965,Pessoa Física,Chat,3,como posso pagar.,Baixa,121.83,15,363.4,bom,SP,2025-04-03T21:29:21.543961
000005170,Pessoa Física,Email,3,segunda via do boleto.,Baixa,99.12,14,263.94,bom,PR,2025-08-27T09:21:40.654723
000005198,Pessoa Jurídica,Telefone,3,proposta de pagamento. por favor,Média,125.14,12,349.13,ruim,PA,2025-07-21T20:44:37.957006
000006258,Pessoa Física,Telefone,2,dúvida sobre a fatura. o mais rápido possível,Baixa,124.86,16,356.22,bom,MT,2025-06-06T23:17:47.514913
000004801,Pessoa Física,Físico,4,segunda via do boleto.,Baixa,101.47,7,506.56,bom,GO,2025-05-17T01:21:12.917419
000006990,Pessoa Física,Chat,4,segunda via do boleto.,Baixa,141.76,4,207.78,bom,SP,2024-11-15T10:33:01.367242
000008420,Pessoa Física,Chat,1,segunda via do boleto,Baixa,196.65,18,421.08,regular,SP,2025-07-06T01:31:23.663875
000007410,Pessoa Física,Telefone,4,renegociar valores. muito obrigado,Média,70.27,54,129.52,bom,SP,2024-12-04T15:36:14.104806
000002057,Pessoa Física,Chat,2,preciso de informação. muito obrigado,Baixa,71.23,4,226.28,bom,SP,2025-09-27T00:55:18.795142
000004682,Premium,Chat,1,segunda via do boleto.,Baixa,169.41,25,171.31,bom,PR,2025-09-22T13:57:08.414177
000001681,Pessoa Física,Telefone,3,consulta de valores. aguardo uma resposta,Baixa,151.53,13,709.83,bom,RJ,2025-07-24T18:57:39.549045
000008304,Pessoa Física,Chat,1,preciso de informação. muito obrigado,Baixa,186.83,8,583.75,bom,CE,2024-11-17T14:18:16.245933
000005400,Pessoa Física,Chat,1,ajuda temporária,Média,195.61,39,896.74,bom,SP,2025-03-06T03:23:27.926729
000006821,Pessoa Jurídica,Redes Sociais,4,consulta de valores.,Baixa,150.97,13,359.29,bom,PB,2025-09-28T11:12:47.045081
000002488,Pessoa Física,Telefone,2,consulta de valores. o mais rápido possível,Baixa,74.15,19,118.62,regular,PA,2025-03-10T12:44:27.705452
000007687,Pessoa Física,Email,4,proposta de pagamento.,Média,134.23,13,237.48,ruim,RO,2025-10-01T18:00:39.710382
000000527,Premium,Redes Sociais,1,quero negociar.,Média,106.09,3,305.85,ruim,MS,2025-05-19T14:18:09.991698
000003968,Pessoa Física,Telefone,1,parcelamento da dívida. aguardo uma resposta,Média,140.07,19,162.63,ruim,PA,2025-08-03T03:46:47.696515
000005702,Pessoa Física,Telefone,3,dúvida sobre a fatura. por favor,Baixa,90.79,12,374.71,regular,SP,2025-01-04T16:45:29.780135
000009181,Pessoa Jurídica,Telefone,2,quero negociar.,Média,142.07,3,591.37,ruim,RJ,2025-08-31T04:04:54.703848
000004003,Pessoa Física,Telefone,2,renegociar valores.,Média,149.4,19,568.89,ruim,MG,2025-09-01T09:37:03.584789
000004835,Pessoa Física,Chat,4,preciso de informação,Baixa,131.96,2,605.08,regular,BA,2024-10-26T23:35:56.511199
000007905,Pessoa Física,Telefone,1,preciso de informação. o mais rápido possível,Baixa,137.52,6,439.78,regular,PE,2025-02-21T06:10:20.513510
000001149,Pessoa Física,Email,4,proposta de pagamento. aguardo uma resposta,Média,150.01,31,437.62,bom,PA,2025-02-24T15:18:24.655206
000001475,Pessoa Física,Redes Sociais,3,dúvida sobre a fatura.,Baixa,90.56,2,282.25,bom,SP,2025-01-29T14:56:15.499576
000007629,Pessoa Física,Telefone,4,como posso pagar.,Baixa,133.01,22,229.82,bom,PE,2025-01-11T09:17:54.356797
000003637,Pessoa Física,Chat,3,proposta de pagamento.,Média,117.59,60,358.55,regular,SP,2025-03-18T20:17:03.211190
000002904,Pessoa Física,Telefone,3,preciso de informação.,Baixa,165.58,5,524.4,bom,AM,2025-08-17T12:47:01.962593
000009498,Pessoa Física,Chat,3,preciso de um desconto,Média,152.33,12,618.21,ruim,SP,2025-07-16T18:54:08.860119
000003752,Pessoa Física,Telefone,3,preciso de informação.,Baixa,97.93,18,234.22,bom,BA,2025-05-18T01:45:52.565184
000002914,Pessoa Física,Email,4,segunda via do boleto.,Baixa,148.94,13,203.89,bom,BA,2025-04-11T08:50:29.407394
000006589,Pessoa Física,Redes Sociais,1,dúvida sobre a fatura.,Baixa,176.09,20,596.92,bom,PE,2025-03-04T18:14:49.853873
000004707,Pessoa Física,Chat,2,como posso pagar.,Baixa,136.96,12,568.64,regular,SP,2025-03-02T21:05:27.365159
000003249,Pessoa Física,Redes Sociais,4,dúvida sobre a fatura.,Baixa,107.76,5,525.68,bom,PI,2024-11-25T15:16:18.111265
000003618,Pessoa Jurídica,Email,2,como posso pagar.,Baixa,77.4,3,105.34,bom,BA,2025-05-05T05:52:40.229350
000008589,Pessoa Física,Telefone,3,segunda via do boleto.,Baixa,41.35,28,164.8,regular,BA,2025-07-06T11:56:33.016994
000002061,Pessoa Jurídica,Telefone,1,ajuda temporária. aguardo uma resposta,Média,164.75,7,557.41,ruim,RJ,2025-09-10T16:56:04.508642
000004501,Pessoa Física,Telefone,2,ajuda temporária. aguardo uma resposta,Média,66.0,38,70.05,regular,MA,2025-09-05T07:53:11.977386
000000568,Pessoa Física,Telefone,1,consulta de valores. aguardo uma resposta,Baixa,79.4,28,307.51,regular,SP,2025-04-26T00:32:20.849313
000008148,Pessoa Jurídica,Email,4,preciso de informação.,Baixa,124.16,2,137.17,regular,SP,2024-11-08T09:26:46.742766
000007760,Pessoa Jurídica,Telefone,3,segunda via do boleto. aguardo uma resposta,Baixa,132.54,6,548.85,regular,PR,2025-01-15T00:00:34.666707
000001749,Pessoa Física,Telefone,4,dúvida sobre a fatura.,Baixa,178.86,8,694.92,bom,RO,2025-04-16T03:25:22.357283
000005933,Pessoa Física,Telefone,3,como posso pagar.,Baixa,134.75,19,505.54,bom,SP,2025-02-05T02:27:46.886906
000000175,Pessoa Física,Chat,2,proposta de pagamento.,Média,109.27,34,161.72,ruim,SP,2025-03-01T13:57:06.432082
000006523,Pessoa Física,Telefone,3,parcelamento da dívida.,Média,109.32,3,511.19,ruim,SC,2025-02-19T09:51:19.750104
000004778,Pessoa Física,Email,4,como posso pagar.,Baixa,59.35,7,272.75,regular,SC,2025-03-28T20:42:29.095795
000008798,Pessoa Física,Email,3,dúvida sobre a fatura.,Baixa,177.64,11,817.33,regular,MT,2025-05-12T22:12:15.863155
000002758,Pessoa Física,Telefone,4,segunda via do boleto.,Baixa,155.47,5,379.57,bom,PE,2024-10-16T04:36:12.272959
000003596,Pessoa Física,Telefone,1,dúvida sobre a fatura.,Baixa,131.07,17,389.11,regular,BA,2025-01-11T02:24:09.370857
000004051,Pessoa Física,Telefone,4,consulta de valores.,Baixa,177.31,14,258.8,bom,PR,2024-11-24T01:09:58.749861
000001526,Pessoa Jurídica,Telefone,2,dúvida sobre a fatura.,Baixa,163.01,9,196.33,bom,BA,2025-05-12T19:30:51.483760
000008402,Pessoa Física,Chat,4,como posso pagar,Baixa,141.58,16,174.87,bom,RO,2025-06-12T20:39:23.039623
000002803,Pessoa Jurídica,Chat,4,segunda via do boleto.,Baixa,118.66,10,388.62,regular,BA,2024-10-16T16:08:48.138939
000003054,Pessoa Física,Telefone,3,segunda via do boleto. o mais rápido possível,Baixa,121.51,10,277.72,bom,SP,2025-08-23T09:58:56.620900
000008897,Pessoa Física,Chat,4,como posso pagar.,Baixa,60.87,8,201.98,bom,MG,2025-01-31T13:59:09.033510
000003798,Pessoa Jurídica,Chat,1,segunda via do boleto.,Baixa,162.93,17,549.18,regular,SE,2024-12-28T06:45:05.057183
000007387,Pessoa Física,Chat,2,renegociar valores. muito obrigado,Média,112.14,13,519.01,ruim,BA,2025-07-01T21:15:08.186711
000000455,Pessoa Jurídica,Redes Sociais,4,proposta de pagamento.,Média,162.64,6,736.62,ruim,MG,2025-09-03T20:00:24.455134
000001088,Pessoa Física,Redes Sociais,4,preciso de informação.,Baixa,149.34,2,578.59,bom,MG,2025-08-26T03:20:59.879070
000007874,Pessoa Jurídica,Chat,3,como posso pagar.,Baixa,124.07,5,530.28,regular,SP,2024-10-09T21:32:41.923855
000005851,Governo,Chat,1,proposta de pagamento.,Média,153.65,2,155.59,ruim,CE,2025-07-28T01:11:49.854974
000008507,Pessoa Jurídica,Email,3,ajuda temporária. por favor,Média,88.81,13,94.33,ruim,SC,2025-01-21T04:41:43.159454
000000600,Pessoa Física,Chat,3,preciso de informação.,Baixa,61.03,6,172.98,bom,MG,2025-01-12T21:38:23.323031
000001735,Pessoa Física,Telefone,3,segunda via do boleto.,Baixa,113.94,12,411.87,bom,PB,2025-03-31T01:36:15.728508
000004704,Pessoa Física,Físico,1,parcelamento da dívida.,Média,137.53,9,574.37,ruim,GO,2025-06-13T18:45:36.237137
000005115,Premium,Chat,1,segunda via do boleto.,Baixa,154.38,17,430.58,bom,PE,2024-11-07T09:08:18.255446
000006323,Pessoa Física,Chat,1,consulta de valores.,Baixa,123.72,27,588.99,regular,SC,2025-08-15T20:45:26.702449
000005036,Pessoa Física,Chat,3,ajuda temporária.,Média,83.95,14,357.62,ruim,MA,2024-11-20T14:10:46.407423
000002345,Premium,Telefone,3,segunda via do boleto.,Baixa,172.17,3,242.94,regular,RS,2025-09-23T07:57:43.188279
000008761,Pessoa Física,Chat,4,consulta de valores.,Baixa,105.69,2,291.78,regular,BA,2025-03-13T08:23:22.643698
000003907,Pessoa Jurídica,Chat,3,consulta de valores.,Baixa,135.5,6,674.72,bom,SP,2025-07-31T03:09:26.863614
000002638,Pessoa Física,Telefone,2,preciso de informação.,Baixa,140.17,12,370.02,bom,BA,2025-01-08T21:51:33.213819
000006636,Pessoa Física,Email,4,dúvida sobre a fatura. aguardo uma resposta,Baixa,122.77,2,312.46,regular,RS,2025-03-03T17:31:04.940199
000004140,Pessoa Física,Telefone,1,dúvida sobre a fatura.,Baixa,42.3,9,92.06,regular,MS,2025-05-26T06:58:00.757752
000006340,Pessoa Física,Email,3,preciso de um desconto.,Média,93.12,44,274.33,bom,SP,2024-12-10T03:35:14.982476
000008787,Pessoa Física,Chat,2,como posso pagar.,Baixa,138.66,3,543.47,bom,GO,2024-12-18T17:11:12.267863
000000718,Pessoa Física,Email,4,parcelamento da dívida.,Média,182.94,59,217.68,bom,RJ,2025-07-30T10:54:23.908859
000006494,Pessoa Física,Telefone,1,quero negociar.,Média,147.13,39,638.97,regular,SE,2025-06-30T03:07:57.410092
000007737,Pessoa Física,Telefone,4,parcelamento da dívida. muito obrigado,Média,139.45,36,651.28,regular,PE,2025-07-06T21:43:27.411225
000001301,Pessoa Jurídica,Chat,3,quero negociar.,Média,40.45,40,166.83,bom,BA,2025-08-15T05:45:31.405765
000005714,Pessoa Jurídica,Telefone,1,preciso de informação. aguardo uma resposta,Baixa,162.28,3,756.64,bom,MG,2025-07-29T09:01:47.103327
000008501,Pessoa Física,Redes Sociais,2,consulta de valores.,Baixa,156.95,5,216.53,regular,RJ,2025-04-08T16:55:07.974048
000008457,Pessoa Física,Chat,3,dúvida sobre a fatura,Baixa,142.79,4,399.87,bom,SC,2024-11-29T13:42:09.403634
000005334,Pessoa Jurídica,Telefone,4,consulta de valores.,Baixa,130.8,4,167.97,bom,CE,2025-01-24T03:25:07.318421
000004403,Pessoa Física,Telefone,4,dúvida sobre a fatura. o mais rápido possível,Baixa,140.22,9,609.58,bom,RN,2025-04-05T14:38:02.706687
000009566,Pessoa Física,Chat,2,preciso de um desconto,Média,169.12,36,813.5,ruim,PE,2024-11-21T01:15:43.590283
000008282,Pessoa Física,Chat,2,segunda via do boleto,Baixa,117.89,7,258.3,bom,SP,2025-08-09T10:26:20.333563
000004439,Pessoa Física,Redes Sociais,3,preciso de informação.,Baixa,135.07,7,424.33,regular,PA,2025-08-19T16:12:24.441739
000009671,Pessoa Física,Chat,2,preciso de informação. muito obrigado,Baixa,107.74,23,236.03,bom,RN,2024-10-13T01:56:27.421353
000000114,Pessoa Física,Telefone,3,dúvida sobre a fatura. aguardo uma resposta,Baixa,120.63,3,303.44,bom,AP,2024-12-11T21:54:23.202114
000002443,Pessoa Física,Telefone,2,preciso de informação.,Baixa,124.58,10,362.06,regular,PA,2025-08-02T17:27:08.004594
000006366,Pessoa Física,Chat,2,como posso pagar. muito obrigado,Baixa,144.52,8,601.67,bom,MG,2025-08-04T04:55:30.053455
000000469,Pessoa Física,Telefone,2,proposta de pagamento. o mais rápido possível,Média,100.1,38,158.96,ruim,PE,2025-01-01T15:09:36.311181
000003646,Pessoa Física,Chat,2,preciso de informação.,Baixa,115.23,16,187.62,regular,RS,2025-03-18T05:18:28.086113
000008102,Pessoa Física,Telefone,4,ajuda temporária. o mais rápido possível,Média,133.26,22,240.86,ruim,RS,2025-09-02T19:25:42.094995
000003182,Pessoa Física,Chat,3,preciso de informação,Baixa,114.84,4,139.26,regular,SP,2025-06-16T20:50:25.385947
000004042,Pessoa Física,Físico,4,parcelamento da dívida.,Média,126.25,53,451.2,bom,RJ,2025-01-10T13:48:33.589296
000001970,Pessoa Física,Email,4,como posso pagar.,Baixa,72.38,9,127.35,regular,RS,2025-07-30T06:50:48.641172
000009530,Pessoa Física,Email,3,dúvida sobre a fatura.,Baixa,142.02,25,390.58,bom,AM,2025-04-05T00:00:17.660529
000009204,Pessoa Física,Chat,3,proposta de pagamento.,Média,95.65,62,357.96,bom,RJ,2025-05-22T14:02:17.596817
000000979,Pessoa Física,Redes Sociais,2,preciso de informação. por favor,Baixa,64.81,15,181.19,regular,SP,2024-11-16T18:01:41.105579
000000601,Pessoa Física,Redes Sociais,4,como posso pagar,Baixa,131.57,15,608.39,bom,GO,2024-10-13T16:05:52.593316
000001757,Pessoa Física,Telefone,2,dúvida sobre a fatura.,Baixa,133.5,4,544.24,bom,PA,2025-02-15T13:08:33.262545
000003743,Pessoa Física,Telefone,1,preciso de informação. muito obrigado,Baixa,137.41,11,287.47,regular,PR,2025-05-07T11:25:54.851061
000008754,Pessoa Jurídica,Redes Sociais,1,preciso de um desconto.,Média,138.01,39,210.0,regular,SP,2024-12-06T08:50:39.754634
000008845,Pessoa Física,Telefone,1,preciso de um desconto. o mais rápido possível,Média,136.91,4,626.74,ruim,PR,2025-08-16T10:36:49.912507
000002438,Pessoa Jurídica,Telefone,1,parcelamento da dívida. o mais rápido possível,Média,178.74,50,462.51,regular,ES,2025-05-04T20:38:23.063081
000001640,Pessoa Física,Telefone,3,como posso pagar.,Baixa,153.42,23,388.16,bom,SP,2025-02-07T06:05:58.879586
000003118,Pessoa Física,Email,2,preciso de um desconto.,Média,157.54,12,667.97,ruim,SP,2024-12-01T05:30:33.965746
000007556,Pessoa Física,Telefone,1,quero negociar. o mais rápido possível,Média,142.92,17,148.27,ruim,AM,2025-08-25T05:05:23.383425
000003432,Pessoa Física,Chat,3,preciso de informação. por favor,Baixa,154.63,5,433.65,regular,RS,2025-07-03T01:24:06.795202
000009296,Pessoa Física,Telefone,4,como posso pagar.,Baixa,102.81,6,396.57,regular,PA,2025-06-11T02:29:12.559005
000002186,Pessoa Jurídica,Telefone,2,preciso de informação.,Baixa,145.95,8,641.41,bom,GO,2025-01-14T15:02:17.053836
000003513,Pessoa Jurídica,Telefone,3,quero negociar. aguardo uma resposta,Média,166.5,11,756.05,ruim,MG,2025-02-20T16:43:48.818236
000004821,Pessoa Física,Chat,1,ajuda temporária.,Média,111.59,50,319.45,bom,MG,2024-12-01T00:11:43.990921
000004771,Pessoa Jurídica,Telefone,2,como posso pagar.,Baixa,175.0,10,768.4,regular,RJ,2025-04-29T12:27:54.555490
000001875,Pessoa Física,Email,1,dúvida sobre a fatura. muito obrigado,Baixa,106.56,16,121.8,bom,SP,2025-09-19T22:25:28.255347
000005326,Pessoa Física,Chat,2,segunda via do boleto.,Baixa,138.96,5,308.73,bom,MG,2025-08-11T13:25:09.464637
000007793,Pessoa Física,Telefone,1,consulta de valores.,Baixa,79.5,27,82.84,bom,MS,2025-05-26T22:57:54.336026
000009279,Pessoa Física,Telefone,4,como posso pagar. o mais rápido possível,Baixa,152.08,18,252.77,bom,SP,2025-06-07T00:42:07.969348
000001051,Pessoa Física,Email,4,segunda via do boleto. o mais rápido possível,Baixa,169.01,13,658.96,regular,RJ,2025-01-08T18:54:37.472926
000007947,Pessoa Física,Redes Sociais,2,proposta de pagamento.,Média,118.99,59,121.1,ruim,MG,2025-03-01T01:49:48.489910
000006343,Pessoa Jurídica,Chat,4,preciso de um desconto.,Média,66.76,45,206.44,bom,SP,2024-10-09T19:57:44.951790
000001178,Pessoa Jurídica,Chat,1,dúvida sobre a fatura,Baixa,121.47,23,322.62,regular,SP,2025-07-14T12:08:34.732906
000005773,Pessoa Física,Email,4,renegociar valores.,Média,84.6,51,126.18,regular,SP,2025-07-09T20:32:47.951293
000003580,Pessoa Física,Chat,1,como posso pagar. muito obrigado,Baixa,123.68,18,462.88,bom,RS,2024-10-05T18:11:09.397344
000001929,Pessoa Física,Chat,4,renegociar valores. por favor,Média,153.43,36,578.81,ruim,PE,2025-08-31T10:18:50.038543
000000707,Pessoa Física,Chat,2,dúvida sobre a fatura,Baixa,138.89,12,542.42,bom,RJ,2025-05-26T22:53:31.229011
000000177,Pessoa Física,Chat,1,parcelamento da dívida.,Média,57.91,3,235.19,ruim,RS,2025-05-10T01:39:15.830281
000005172,Pessoa Física,Email,3,proposta de pagamento. por favor,Média,106.99,102,241.79,ruim,SP,2024-10-05T14:22:45.602140
000002228,Pessoa Física,Email,2,consulta de valores. aguardo uma resposta,Baixa,128.25,5,638.24,bom,PE,2025-01-02T16:34:56.526942
000006377,Pessoa Jurídica,Telefone,1,proposta de pagamento.,Média,175.42,7,226.61,ruim,SP,2025-07-23T13:22:30.764512
